"artist","title","label","imUrl","root-genre","first-release-year"
"Funkstar Deluxe","Sun Is Shining","Msi","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","1999"
"Balearic Bill","Destination Sunshine","Xtravaganza","http://ecx.images-amazon.com/images/I/31QWDZ9A01L.jpg","Dance & Electronic","1999"
"Push","Universal Nation 99","Infer","http://ecx.images-amazon.com/images/I/51VXKMJD8DL._SX300_.jpg","Dance & Electronic","1999"
"York","Awakening","Mercu","http://ecx.images-amazon.com/images/I/41RMR26FNML.jpg","Dance & Electronic","1997"
"The Space Brothers","Shine","Msi","http://ecx.images-amazon.com/images/I/21Z7CHK0XGL.jpg","Dance & Electronic","1999"
"Kevin Yost","One Starry Night","Phantom Sound & Visi","http://ecx.images-amazon.com/images/I/41KPA4CRBBL.jpg","Dance & Electronic","1999"
"Import-Gbr","Kiss Clublife 2000","Msi","http://ecx.images-amazon.com/images/I/310RM6AHM9L.jpg","Dance & Electronic","2000"
"Synchro","Science Friction","Tip World","http://ecx.images-amazon.com/images/I/51Gj0TGPi-L._SX300_.jpg","Dance & Electronic","1998"
"Touch and Go","Straight to Number One","V2","http://ecx.images-amazon.com/images/I/51IXYT-mRqL._SX300_.jpg","Dance & Electronic","1999"
"Manmademan","Love Technology","Fly","http://ecx.images-amazon.com/images/I/41WPjutKrlL._SL500_SY300_.jpg","Dance & Electronic","2000"
"Mint Royale","On the Ropes","Faith","http://ecx.images-amazon.com/images/I/51Xb6URXfYL._SY300_.jpg","Dance & Electronic","1999"
"Pleiadians","Family Of Light","Dragonfly / Nova Tekk","http://ecx.images-amazon.com/images/I/41DTHEVPQFL.jpg","Dance & Electronic","1999"
"Black Dog","Parallel","Gpr Music","http://ecx.images-amazon.com/images/I/21AO3JRaKkL.jpg","Dance & Electronic","1995"
"Karl ""Tuff Enuff"" Brown","Pure Silk: A New Dimension","Pure","http://ecx.images-amazon.com/images/I/41SKFDH165L.jpg","Dance & Electronic","1999"
"Aedena Cycle","Cargo Cult","Beats","http://ecx.images-amazon.com/images/I/510B4xYajML._SY300_.jpg","Dance & Electronic","1999"
"Paul Van Dyk","Forbidden Fruit","Mfs","http://ecx.images-amazon.com/images/I/51tdgyUmYuL._SX300_.jpg","Dance & Electronic","1997"
"DJ Rectangle","Behind Bars ","Serio","http://ecx.images-amazon.com/images/I/416MSXRYNAL.jpg","Dance & Electronic","1999"
"Paul Van Dyk","Words, Part 2","Soundtrack Factory","http://ecx.images-amazon.com/images/I/415g-rIRI2L._SX300_.jpg","Dance & Electronic","1997"
"Various Artists","Blunted Beatz","Flute","http://ecx.images-amazon.com/images/I/4115PFM7G8L.jpg","Dance & Electronic","1999"
"Bally Sagoo","Dub of Asia","Musicrama/Koch","http://ecx.images-amazon.com/images/I/41BG8QQWX4L.jpg","Dance & Electronic","2001"
"Rene Froger","Home Again","Dino","http://ecx.images-amazon.com/images/I/51CM3B2T9ZL._SY300_.jpg","Dance & Electronic","1997"
"Les Rythmes Digitales","Sometimes","Virgi","http://ecx.images-amazon.com/images/I/41BT0G7BAPL.jpg","Dance & Electronic","1999"
"Hybrid","Finished Symphony","Distinct'ive","http://ecx.images-amazon.com/images/I/410rfHVS5fL._SX300_.jpg","Dance & Electronic","1999"
"Salmonella Dub","Killervision","Emi","http://ecx.images-amazon.com/images/I/415Y1F13XGL.jpg","Dance & Electronic","1999"
"Ann Lee","2 Times","Zyx","http://ecx.images-amazon.com/images/I/21K4MT01XBL.jpg","Dance & Electronic","1999"
"Twine","Resource","Twinesound","http://ecx.images-amazon.com/images/I/61IiRiHjTBL._SL500_SX300_.jpg","Dance & Electronic","1999"
"Ram Trilogy","Molten Beats Lp","Ram","http://ecx.images-amazon.com/images/I/51xFdbLakJL._SX300_.jpg","Dance & Electronic","1999"
"Triple X","Feel the Same","Mos","http://ecx.images-amazon.com/images/I/31GKNN2EBZL.jpg","Dance & Electronic","1999"
"Alice Deejay","Better Off Alone","Msi","http://ecx.images-amazon.com/images/I/51jZFJRbIeL._SX300_.jpg","Dance & Electronic","1999"
"Osymyso","Welcome to the Pailindrome","Sprawl","http://ecx.images-amazon.com/images/I/51EbbVjETmL._SL500_SX300_.jpg","Dance & Electronic","1999"
"G Force & Sieji","Just Another Number","Reinf","http://ecx.images-amazon.com/images/I/51v7kIBgTiL._SY300_.jpg","Dance & Electronic","1999"
"Various Artists","Ambient Meditations, Vol.2","Return To The Source","http://ecx.images-amazon.com/images/I/41HB-ZBsNmL._SY300_.jpg","Dance & Electronic","1998"
"Mauro Picotto","Tranceformer 2000","EMI/Virgin","http://ecx.images-amazon.com/images/I/31T9FRZTQWL.jpg","Dance & Electronic","1999"
"John Digweed","Heaven Scent","Msi","http://ecx.images-amazon.com/images/I/31XCPVR6A9L.jpg","Dance & Electronic","1990"
"Norken","Soul Static Bureau","Beaum","http://ecx.images-amazon.com/images/I/51WlgNiX51L._SY300_.jpg","Dance & Electronic","1999"
"DJ Krust","Coded Language","Uni/Island","http://ecx.images-amazon.com/images/I/415FZYEPKQL.jpg","Dance & Electronic","1999"
"Deitiphobia","Lo-Fi Vs. Sci-Fi","Eclectica","http://ecx.images-amazon.com/images/I/21Vyi5ETfJL._SL500_.jpg","Dance & Electronic","1999"
"Me & My","Let the Love Go on","Emi","http://ecx.images-amazon.com/images/I/51UxGOhf2KL._SY300_.jpg","Dance & Electronic","1999"
"Lars Holte","In Trance We Trust V.3","Black Hole Recordings","http://ecx.images-amazon.com/images/I/51jYeid5-PL._SY300_.jpg","Dance & Electronic","1998"
"Love Inc.","You're a Superstar","Bmg","http://ecx.images-amazon.com/images/I/41JQ7ZTFQ5L.jpg","Dance & Electronic","1999"
"Matt Darey","Liberation ","Ins","http://ecx.images-amazon.com/images/I/31Z4A14XHSL.jpg","Dance & Electronic","1999"
"Marc Et Claude","Ne","Virg","http://ecx.images-amazon.com/images/I/51BMNixCFjL._SX300_.jpg","Dance & Electronic","1999"
"Da Hool","Wankers on Duty","Bmg","http://ecx.images-amazon.com/images/I/51RpLA0NGcL._SX300_.jpg","Dance & Electronic","1999"
"Stellar","Mix","Epic","http://ecx.images-amazon.com/images/I/31740A1R5ZL.jpg","Dance & Electronic","1999"
"Mauro Picotto","Iguana","Polyg","http://ecx.images-amazon.com/images/I/61vtMoEqQWL._SX300_.jpg","Dance & Electronic","1999"
"Kojak","You Can't Stop It","Polyg","http://ecx.images-amazon.com/images/I/41JJCKG4YZL.jpg","Dance & Electronic","1999"
"Norma Jean Bell","I'm the Baddest Bitch","F Communications","http://ecx.images-amazon.com/images/I/31KSF3XMRXL.jpg","Dance & Electronic","1996"
"Jennifer Hope","Winds of Tomorrow","Mystic Dreams Music","http://ecx.images-amazon.com/images/I/51R4W8038RL._SY300_.jpg","Dance & Electronic","2001"
"Acen","Cylon ","F111","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","1999"
"Passion Fruit","Rigga-Ding-Dong-Song","Epic","http://ecx.images-amazon.com/images/I/51Z1E45X7EL.jpg","Dance & Electronic","1999"
"Aquagen","Ihr Seid So Leise","Jive","http://ecx.images-amazon.com/images/I/31CEC375BCL.jpg","Dance & Electronic","1999"
"Aim","Sail","Rtd","http://ecx.images-amazon.com/images/I/61DiDhesAVL._SX300_.jpg","Dance & Electronic","1999"
"Alice Deejay","Better Off Alone","Jive","http://ecx.images-amazon.com/images/I/31QCXBC2ARL.jpg","Dance & Electronic","1999"
"DJ Tiesto","Live at Innercity: Amsterdam Rai","Sony","http://ecx.images-amazon.com/images/I/51Z5J295FxL._SY300_.jpg","Dance & Electronic","1999"
"To Rococo Rot","Cars","City Slang","http://ecx.images-amazon.com/images/I/51kEmbfpikL._SX300_.jpg","Dance & Electronic","1999"
"Airscape","L'Esperanza Pt.2","Xtrav","http://ecx.images-amazon.com/images/I/31G4F3E2WZL.jpg","Dance & Electronic","1999"
"Todd Terry","To the Batmobile Let's Go","Seque","http://ecx.images-amazon.com/images/I/41Q1YJVKJVL.jpg","Dance & Electronic","1988"
"Pendulum","Creature Feature","Cup of Tea Records","http://ecx.images-amazon.com/images/I/21XQUj3to4L._SL500_.jpg","Dance & Electronic","1997"
"Various","Gatecrasher Red","Musicrama/Koch","http://ecx.images-amazon.com/images/I/51J2J1N11XL._SX300_.jpg","Dance & Electronic","1999"
"Moby","Honey","Msi","http://ecx.images-amazon.com/images/I/31R5FAYJ89L.jpg","Dance & Electronic","2000"
"Madison Avenue","Don't Call Me Baby","Emi","http://ecx.images-amazon.com/images/I/41GPPY2EN1L._SX300_.jpg","Dance & Electronic","1999"
"Scooter","Fuck the Millennium","Msi","http://ecx.images-amazon.com/images/I/2141OaCQUbL.jpg","Dance & Electronic","1999"
"Ferry Corsten","Early Works & Remix Projects","Nutri","http://ecx.images-amazon.com/images/I/21XEK2VWE6L.jpg","Dance & Electronic","1999"
"Tina Cousins","Angel","Virgi","http://ecx.images-amazon.com/images/I/31P078B96TL.jpg","Dance & Electronic","1999"
"Mario Piu","Communication (Somebody Answer the Phone","Incen","http://ecx.images-amazon.com/images/I/4154DX2KJ6L.jpg","Dance & Electronic","1999"
"Los Planetas","Pop","Sony Bmg","http://ecx.images-amazon.com/images/I/61mf347UVSL._SX300_.jpg","Dance & Electronic","1996"
"Various Artists","Dope on Plastic V.7","React","http://ecx.images-amazon.com/images/I/51Rd7mCMmDL._SY300_.jpg","Dance & Electronic","1996"
"Louie Devito","Vol. 1-NYC Underground Party","Musicrama/Koch","http://ecx.images-amazon.com/images/I/61TN4YFXF4L._SX300_.jpg","Dance & Electronic","2000"
"Terra Ferma","Don't Be Afraid","Plati","http://ecx.images-amazon.com/images/I/31WTYNFXFHL.jpg","Dance & Electronic","1999"
"Various Artists","Destroy the Monsters","Sony/Columbia","http://ecx.images-amazon.com/images/I/41MJRYRM0JL.jpg","Dance & Electronic","1999"
"Scanty Sandwich","Because of You","South","http://ecx.images-amazon.com/images/I/51CvnKPqUAL._SX300_.jpg","Dance & Electronic","2000"
"Jark Prongo","Movin Thru Your System Pt.1","Ultra","http://ecx.images-amazon.com/images/I/31N9G2Z3BXL.jpg","Dance & Electronic","1999"
"DJ Julian Marsh","Global Grooves:One","Musicrama/Koch","http://ecx.images-amazon.com/images/I/51lgfqjCnZL._SY300_.jpg","Dance & Electronic","2000"
"Import-Deu","Dream Dance Volume 12","Musicrama/Koch","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","1999"
"Distance To Goa (Series)","Distance To Goa 8","Distance","http://ecx.images-amazon.com/images/I/514qyf5iwTL._SX300_.jpg","Dance & Electronic","2000"
"Beam & Yandu","Rainbow of Mine","EMI","http://ecx.images-amazon.com/images/I/51Rh7dlAHnL._SX300_.jpg","Dance & Electronic","2000"
"Ayla","Ayla ","Msi Music/Super D","http://ecx.images-amazon.com/images/I/31QD15J8ZEL.jpg","Dance & Electronic","1998"
"Dana Winner","In Love With You","EMI","http://ecx.images-amazon.com/images/I/41XXCRJJCBL.jpg","Dance & Electronic","1998"
"Dana Winner","Waar Is Het Gevoel","EMI","http://ecx.images-amazon.com/images/I/61A9FCB06VL._SY300_.jpg","Dance & Electronic","1996"
"Dana Winner","Geef Me Je Droom","EMI","http://ecx.images-amazon.com/images/I/51CT1BEW6DL._SY300_.jpg","Dance & Electronic","1997"
"Various","Gatecrasher Disco-tech","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/51UR6SUKXJL._SY300_.jpg","Dance & Electronic","1999"
"Mint Royale","Shake Me","Faith","http://ecx.images-amazon.com/images/I/311429SA6ML.jpg","Dance & Electronic","1999"
"Masterboy","I Like to Like It","Polyg","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","1999"
"Plod","Pillow Talk","Worm","http://ecx.images-amazon.com/images/I/311XTK48ACL.jpg","Dance & Electronic","1999"
"Silicone Soul","Soul Thing","Soma","http://ecx.images-amazon.com/images/I/314Y5ZD12ML.jpg","Dance & Electronic","2000"
"Propellerheads","Bang on","Wallo","http://ecx.images-amazon.com/images/I/51Ncyu7S4mL._SY300_.jpg","Dance & Electronic","1998"
"Chakra","Love Shines Through","Codeb","http://ecx.images-amazon.com/images/I/31RK7EX775L.jpg","Dance & Electronic","2011"
"Manu Le Malin","Biomechanik","Level","http://ecx.images-amazon.com/images/I/414AZPDV3JL.jpg","Dance & Electronic","1997"
"Various Artists","Lounge Deluxe","Cinq Etoiles","http://ecx.images-amazon.com/images/I/3184F5MNP8L.jpg","Dance & Electronic","1999"
"Silicone Soul","Soul Thing","K7 Studio/Ka","http://ecx.images-amazon.com/images/I/31CAV8MB9GL.jpg","Dance & Electronic","2000"
"Tina Cousins","Pray","Zomba","http://ecx.images-amazon.com/images/I/41VXW56X6YL.jpg","Dance & Electronic","1997"
"Hi-Gate","Pitchin ","Incen","http://ecx.images-amazon.com/images/I/31D6K4YMZ4L.jpg","Dance & Electronic","1999"
"Space Manoeuvres","Stage One","Hoojc","http://ecx.images-amazon.com/images/I/31KBMB14T5L.jpg","Dance & Electronic","2015"
"CRW","I Feel Love","Cs","http://ecx.images-amazon.com/images/I/31XRZQ3S6RL.jpg","Dance & Electronic","1998"
"Like a Tim","Red & Blue Boxing","Rephlex Records/Forced Exposur","http://ecx.images-amazon.com/images/I/51yMFX8S6xL._SY300_.jpg","Dance & Electronic","2000"
"Various Artists","Diy X 1989-1999","Diy","http://ecx.images-amazon.com/images/I/41XF4F3JF3L.jpg","Dance & Electronic","1999"
"Des Mitchell","Welcome to the Dance Pt.2","Codeb","http://ecx.images-amazon.com/images/I/41CDMCKFQGL.jpg","Dance & Electronic","2000"
"Beige","I Dont Either","Leaf","http://ecx.images-amazon.com/images/I/51MVfV0dhPL._SY300_.jpg","Dance & Electronic","2000"
"Armin","Communication","Polyg","http://ecx.images-amazon.com/images/I/21Z0EY976EL.jpg","Dance & Electronic","1999"
"Akwaaba","Do It Tomorrow","Disc","http://ecx.images-amazon.com/images/I/319SSJ6WBXL.jpg","Dance & Electronic","2000"
"Addvibe","Luv & Happiness","Dfr","http://ecx.images-amazon.com/images/I/21mj3BMD%2BRL.jpg","Dance & Electronic","2000"
"Various Artists","Super Eurobeat Presents: Euromach, Vol. 3","Cutti","http://ecx.images-amazon.com/images/I/61FGAP6ND9L._SY300_.jpg","Dance & Electronic","2002"
"Gouryella","Walhalla","Tsuna","http://ecx.images-amazon.com/images/I/510xJ6WSYiL._SX300_.jpg","Dance & Electronic","1999"
"Denki Groove","Voxxx","Kioon","http://ecx.images-amazon.com/images/I/51LqCmu7HHL._SY300_.jpg","Dance & Electronic","2000"
"Tilt","Dark Science Ep","Hooj Choons","http://ecx.images-amazon.com/images/I/31KMXGSS66L.jpg","Dance & Electronic","2000"
"Jamelia","Money","Rhyth","http://ecx.images-amazon.com/images/I/41TJYYF3FAL.jpg","Dance & Electronic","2000"
"Susumu Yokota","Magic Thread","Leaf -- Dei --","http://ecx.images-amazon.com/images/I/5159NSHRNPL._SY300_.jpg","Dance & Electronic","1998"
"Orbital","Beached","Msi","http://ecx.images-amazon.com/images/I/4126RX5H31L.jpg","Dance & Electronic","2000"
"Neuroactive","VISUALISE","ORCHARD.COM","http://ecx.images-amazon.com/images/I/51hz2RrJfaL._SY300_.jpg","Dance & Electronic","2000"
"Various","Chillout Voices","Zyx Music","http://ecx.images-amazon.com/images/I/318XJF59N0L.jpg","Dance & Electronic","2000"
"Various Artists","80's Disco: Ibiza Gold Collection","Proper","http://ecx.images-amazon.com/images/I/61kdOom8DnL._SY300_.jpg","Dance & Electronic","2000"
"Artful Dodger U.K.","Movin Too Fast","Locked On","http://ecx.images-amazon.com/images/I/41950N69Q8L.jpg","Dance & Electronic","1999"
"Miranda","Phenomena","Dista","http://ecx.images-amazon.com/images/I/315COQREmwL.jpg","Dance & Electronic","1996"
"Various Artists","Technics V.3: Original Sessions","Vale","http://ecx.images-amazon.com/images/I/41PKKSJ30ML.jpg","Dance & Electronic","1999"
"Atmos","Headcleaner","Spira","http://ecx.images-amazon.com/images/I/51fmxFMH8aL._SX300_.jpg","Dance & Electronic","2000"
"Dj's for War Child","Dj's for War Child","Pidm","http://ecx.images-amazon.com/images/I/311GNKNB0CL.jpg","Dance & Electronic","1999"
"Various Artists","Kiss Garage UK","Universal","http://ecx.images-amazon.com/images/I/41W2VPZHXBL.jpg","Dance & Electronic","1998"
"Baccara","Made in Spain","CNR Music Spain/Arcade Music Company","http://ecx.images-amazon.com/images/I/41JPR0F1VSL.jpg","Dance & Electronic","1999"
"Kevin Yost","Straight Out the Boon Dox","Pidm","http://ecx.images-amazon.com/images/I/515Z4rB2IjL._SY300_.jpg","Dance & Electronic","2000"
"Daphne & Celeste","Ooh Stick You","Unive","http://ecx.images-amazon.com/images/I/41TS9BGDBCL.jpg","Dance & Electronic","1999"
"Maria Del Mar Bonet","Anells D'aigua","Sony Bmg","http://ecx.images-amazon.com/images/I/51FbhWBuC4L._SX300_.jpg","Dance & Electronic","1985"
"Basement Jaxx","Rendez-Vu","Emi","http://ecx.images-amazon.com/images/I/511vEVEVD4L._SY300_.jpg","Dance & Electronic","1999"
"New Vision"," Me & You","Blanc","http://ecx.images-amazon.com/images/I/319CSJ1ER5L.jpg","Dance & Electronic","1999"
"Kid Spatula","Full Sunken Breaks","Plane","http://ecx.images-amazon.com/images/I/41M0RMVPnSL._SY300_.jpg","Dance & Electronic","2000"
"Passion Fruit","Spanglish Love Affairs","Sony","http://ecx.images-amazon.com/images/I/61djfj8dbtL._SX300_.jpg","Dance & Electronic","2000"
"Malka & Joso","Forever","EMI","http://ecx.images-amazon.com/images/I/41EQZ0D62KL.jpg","Dance & Electronic","2002"
"Morten Abel","Here We Go Then You & I","EMI/Virgin","http://ecx.images-amazon.com/images/I/51lOatWmSYL._SY300_.jpg","Dance & Electronic","2000"
"Jamiroquai","Supersonic ","S2","http://ecx.images-amazon.com/images/I/11XH8DM731L.jpg","Dance & Electronic","1999"
"Various Artists","Best Dance Album in the World","Imports","http://ecx.images-amazon.com/images/I/51MxSsY1rGL.jpg","Dance & Electronic","2003"
"Santessa","Eyes on You","Disco","http://ecx.images-amazon.com/images/I/312F8P1BJ9L.jpg","Dance & Electronic","2000"
"Lightforce","Join Me","Dosor","http://ecx.images-amazon.com/images/I/51PsQsx0%2BdL._SX300_.jpg","Dance & Electronic","2000"
"Eon","What Is Music","Vinyl","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","1992"
"Various Artists","Dancemania Speed V.4","EMI","http://ecx.images-amazon.com/images/I/51EN8Q734EL.jpg","Dance & Electronic","1998"
"De/Vision","Foreigner","Wea","http://ecx.images-amazon.com/images/I/41XaQT5OMKL._SX300_.jpg","Dance & Electronic","2000"
"Nina Pastori","Canailla","Sony Bmg","http://ecx.images-amazon.com/images/I/51fcs2L8DDL._SY300_.jpg","Dance & Electronic","2000"
"Bump & Grind","Abstract Theme Variations","Sub Rosa","http://ecx.images-amazon.com/images/I/51RmWwHV72L._SY300_.jpg","Dance & Electronic","2000"
"Various Artists","Jazz in the House: The Spring Collection","Slip","http://ecx.images-amazon.com/images/I/5188xrywb7L._SY300_.jpg","Dance & Electronic","2000"
"Le Hammond Inferno","Easy Listening Superstar.","Bunga","http://ecx.images-amazon.com/images/I/51qktoHiE2L._SX300_.jpg","Dance & Electronic","2000"
"Soul Solution","Can't Stop Love","Jellybean","http://ecx.images-amazon.com/images/I/310I63SsWOL._SX300_.jpg","Dance & Electronic","1985"
"Abel","De Stilte Voorbij","Pias","http://ecx.images-amazon.com/images/I/41A0YM42W9L.jpg","Dance & Electronic","2000"
"Tyrant","Tyrant","Distinct'ive Breaks Records","http://ecx.images-amazon.com/images/I/41RnuRx2X-L._SY300_.jpg","Dance & Electronic","1994"
"2 Brothers on the 4th Floor","Living in Cyberspace","Cnr","http://ecx.images-amazon.com/images/I/413AMGTZJAL.jpg","Dance & Electronic","1999"
"Antiloop","Start Rockin","Stock","http://ecx.images-amazon.com/images/I/313WCRVXVZL.jpg","Dance & Electronic","2000"
"Fridge","Angel ","Incen","http://ecx.images-amazon.com/images/I/118XDMAA94L.jpg","Dance & Electronic","2000"
"U 96","Replugged","Full Frequency / Pgd","http://ecx.images-amazon.com/images/I/51XRwV48UaL._SX300_.jpg","Dance & Electronic","2005"
"Lawyer","I Wanna Mmm","Sony","http://ecx.images-amazon.com/images/I/41Xms63BHwL._SX300_.jpg","Dance & Electronic","1999"
"Dysfunctional Psycho Waltons","All Over My Face","Virgin","http://ecx.images-amazon.com/images/I/418HM9Q62GL.jpg","Dance & Electronic","2000"
"Various Artists","Deep Trance vol. 1","Zyx","http://ecx.images-amazon.com/images/I/51DmVQ61YbL._SY300_.jpg","Dance & Electronic","2000"
"Da Hool","Meet Her at the Loveparad","Id&T","http://ecx.images-amazon.com/images/I/61OujpIxTPL._SX300_.jpg","Dance & Electronic","1996"
"Funkstorung","Grammy Winners","K7 Studio/Ka","http://ecx.images-amazon.com/images/I/61e38l1hfHL._SY300_.jpg","Dance & Electronic","2000"
"Neutronic","Re-Id","Dion","http://ecx.images-amazon.com/images/I/51WlWPVY5uL._SY300_.jpg","Dance & Electronic","2000"
"Rochelle","Born to Make You Happy","Almighty","http://ecx.images-amazon.com/images/I/218WEPC6RCL.jpg","Dance & Electronic","2000"
"Misja Helsloot","In Trance We Trust V.1","Black Hole Recordings","http://ecx.images-amazon.com/images/I/51wE%2B0VeRLL._SY300_.jpg","Dance & Electronic","1998"
"Tiesto","Magik 3: Far from Earth","Black Hole Recordings","http://ecx.images-amazon.com/images/I/51yLnCLnATL._SY300_.jpg","Dance & Electronic","1998"
"Ayla","Ayla ","Emi","http://ecx.images-amazon.com/images/I/31SPYK9EYAL.jpg","Dance & Electronic","1998"
"Johan Gielen","In Trance We Trust V.4","Mds","http://ecx.images-amazon.com/images/I/51TUWZTVVdL._SY300_.jpg","Dance & Electronic","2000"
"Prezioso","Back to Life","xxx","http://ecx.images-amazon.com/images/I/51o6sa7M6gL._SY300_.jpg","Dance & Electronic","2000"
"Sven Vath","Six in the Mix","Pidm","http://ecx.images-amazon.com/images/I/41HEFC2JMZL.jpg","Dance & Electronic","1999"
"Killahurtz","West on 27th","Hooj Choons","http://ecx.images-amazon.com/images/I/11XVHXNSBWL.jpg","Dance & Electronic","2000"
"Kosmonova","Danse Avec Moi","Dosor","http://ecx.images-amazon.com/images/I/51w4bWK9ThL._SX300_.jpg","Dance & Electronic","2000"
"Lexis","Branch &  Knowledge","Cert","http://ecx.images-amazon.com/images/I/512gDeKG82L._SY300_.jpg","Dance & Electronic","2000"
"Neja","Game","Universal/Polygram","http://ecx.images-amazon.com/images/I/319J04QZDPL.jpg","Dance & Electronic","1999"
"Kohann","Mil Bed","Wea","http://ecx.images-amazon.com/images/I/41849SWJS3L.jpg","Dance & Electronic","1999"
"Members of Mayday","Datapop","Bmg","http://ecx.images-amazon.com/images/I/41OQxHse%2B0L._SX300_.jpg","Dance & Electronic","2000"
"Tom Novy","Now Or Never","Kosre","http://ecx.images-amazon.com/images/I/5129FaU4GnL._SX300_.jpg","Dance & Electronic","2000"
"Various Artists","Kiss Smooth Grooves 2000","Universal/Umtv","http://ecx.images-amazon.com/images/I/319SYP3RJBL.jpg","Dance & Electronic","2000"
"Joaquim ""Joe"" Claussell","Language","Ibadan","http://ecx.images-amazon.com/images/I/21jSfS%2BPezL._SL500_.jpg","Dance & Electronic","1999"
"Oliver Ho","Listening to the Voice Inside","Meta","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","2001"
"Utah Saints","Funky Music #1","Echo","http://ecx.images-amazon.com/images/I/41QMY94M0BL.jpg","Dance & Electronic","2000"
"Various Artists","538 Dance Smash Hits Spring 2000","Bmg/Jive","http://ecx.images-amazon.com/images/I/41C9V7BK0PL.jpg","Dance & Electronic","2000"
"Various Artists","Berlin 2000","Bpitch Control Records/Forced","http://ecx.images-amazon.com/images/I/51J55LOqSxL._SX300_.jpg","Dance & Electronic","2000"
"Ian Pooley","Since Then","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/518gLeVR8wL._SY300_.jpg","Dance & Electronic","2000"
"Plumbline","Plumbline","Delgany Street Records","http://ecx.images-amazon.com/images/I/21sLAmnjemL._SL500_.jpg","Dance & Electronic","1991"
"Sunkids","Rescue Me","Tinted","http://ecx.images-amazon.com/images/I/41Q254N292L.jpg","Dance & Electronic","1999"
"Bronx Dogs","Three Legged Funk","Heave","http://ecx.images-amazon.com/images/I/41JXCK22KJL.jpg","Dance & Electronic","1998"
"John Digweed","Communicate","Incre","http://ecx.images-amazon.com/images/I/41ZR7D759TL.jpg","Dance & Electronic","2000"
"Cari Lekebusch","Chaos and Order","H","http://ecx.images-amazon.com/images/I/4156H65B9WL.jpg","Dance & Electronic","2000"
"David Holmes","Bow Down to the Exit Sign","Go Beat","http://ecx.images-amazon.com/images/I/31DG0N-t3wL.jpg","Dance & Electronic","2000"
"Aphex Twin","Windowlicker","Emi","http://ecx.images-amazon.com/images/I/31QQNHJDZ5L.jpg","Dance & Electronic","1999"
"Falamansa","Deixa Entrar","Deckdisk","http://ecx.images-amazon.com/images/I/41S05ES080L.jpg","Dance & Electronic","2000"
"DJ Sakin & Friends","Protect Your Mind","Emi/Positiva","http://ecx.images-amazon.com/images/I/31WifqTpEoL.jpg","Dance & Electronic","1998"
"Dave Seaman","Renaissance Awakening","Musicrama/Koch","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Dance & Electronic","2000"
"Trance Allstars","First Rebirth","Bang","http://ecx.images-amazon.com/images/I/31SMS3C7VWL.jpg","Dance & Electronic","1999"
"Genghis Khan","Dschinghis Khan","Victor Entertainment (Japan)","http://ecx.images-amazon.com/images/I/41FP6MN8YRL.jpg","Dance & Electronic","1979"
"Liquido","Narcotic","Virgi","http://ecx.images-amazon.com/images/I/31PF2SYDQZL.jpg","Dance & Electronic","1997"
"De","Freedom","Wea","http://ecx.images-amazon.com/images/I/51IaZc-uRzL._SX300_.jpg","Dance & Electronic","2000"
"Vlad","Motion Institute","Warp","http://ecx.images-amazon.com/images/I/41Npe71DoCL._SX300_.jpg","Dance & Electronic","2000"
"Isabelle Boulay","Scenes D'amour","Sider","http://ecx.images-amazon.com/images/I/41BM0Q1TGVL.jpg","Dance & Electronic","2000"
"Darude","Sandstorm","Cs","http://ecx.images-amazon.com/images/I/21CH2E6FA6L.jpg","Dance & Electronic","1999"
"Superfunk","Young Mc","Virgi","http://ecx.images-amazon.com/images/I/517vLw1NMOL._SX300_.jpg","Dance & Electronic","2000"
"Humate","3 & The Remixes","Super","http://ecx.images-amazon.com/images/I/41qOeGaV5cL._SY300_.jpg","Dance & Electronic","1998"
"Subphonic","Vega Beach Party","Thurs","http://ecx.images-amazon.com/images/I/51SfrTHupqL._SY300_.jpg","Dance & Electronic","2000"
"Los Planetas","Una Semana En El Motor De Un a","Sony Bmg","http://ecx.images-amazon.com/images/I/51PkVJKNrNL._SY300_.jpg","Dance & Electronic","1998"
"Alexia","Hits","Sony Bmg/Epic","http://ecx.images-amazon.com/images/I/41qzK8sNCiL._SY300_.jpg","Dance & Electronic","2000"
"Underworld","Everything Everything: Live","V2","http://ecx.images-amazon.com/images/I/41guxMyXlqL._SY300_.jpg","Dance & Electronic","2000"
"Black Legend","You See the Trouble With Me","Wea","http://ecx.images-amazon.com/images/I/41TG1RQ05PL.jpg","Dance & Electronic","2000"
"Mike & Charlie","I Get Live","Emi","http://ecx.images-amazon.com/images/I/41P99NT26VL.jpg","Dance & Electronic","2001"
